Species,Longitude,Latitude
sp_8,-56.583333,-25.466667
sp_8,-56.666667,-25.416667
sp_8,-57.66666,-24.78333
sp_8,-57.116667,-25.416667
sp_8,-57.16666,-25.41666
sp_8,-56.16666,-25.91666
sp_8,-57.166667,-25.133333
sp_8,-57.15,-26.9
sp_8,-57.15,-25.21666
sp_8,-57.18333,-25.58333
sp_8,-58.16666,-23.5
sp_8,-58.33333,-24.25
sp_8,-57.88335535,-21.70298116
sp_8,-57.8975,-21.7175
sp_8,-57.8344444,-22.1116667
sp_8,-57.583333,-25.5
sp_8,-57.8977777,-21.7175
sp_8,-57.7636111,-21.7052778
sp_8,-57.133333,-25.916667
sp_8,-57.8333333,-22.0605556
sp_8,-57.283333,-25.183333
sp_8,-57.8822,-21.6992
sp_8,-57.8977777,-21.7175
sp_8,-57.8975,-21.7175
sp_8,-57.7636111,-21.7052778
sp_8,-57.8333333,-22.0605556
sp_8,-57.8344444,-22.1116667
sp_8,-57.88249969,-21.69890022
sp_8,-57.583333,-25.5
sp_8,-57.5333333,-27.4
sp_8,-57.15,-26.9
sp_8,-56.66666,-25.66666
sp_8,-57.4,-25.6166667
sp_8,-57.4166667,-25.6
sp_8,-57.5833333,-25.5
sp_8,-57.1166667,-25.4166667
sp_8,-57.11666,-25.41666
sp_8,-57.4166667,-25.2833333
sp_8,-57.1333333,-25.8666667
sp_8,-56.6666667,-25.25
sp_8,-57.1333333,-25.9166667
sp_8,-56.8333333,-25.5
sp_8,-57.56666,-25.6
sp_8,-57.4333333,-25.6666667
sp_8,-57.4666667,-25.6666667
sp_8,-57.4833333,-25.6666667
sp_8,-57.1666667,-25.1333333
sp_8,-56.5833333,-25.4666667
sp_8,-57.2166667,-25.1666667
sp_8,-57.55,-25.5666667
sp_8,-56.6666667,-25.4166667
sp_8,-56.52722,-22.29611
sp_8,-56.51638,-22.16916
sp_9,-57.3,-25.133
sp_9,-57.26666,-25.13333
sp_9,-57.550861,-25.472389
sp_9,-57.53333,-25.75
sp_9,-57.5,-25.11666
sp_9,-57.9142,-22.1228
sp_9,-58.75,-21
sp_9,-57.25,-25.133
sp_9,-57.25,-25.13333
sp_9,-57.5,-25.08333
sp_9,-57.5,-25.083
sp_9,-57.66666,-24.78333
sp_9,-57.3,-25.13333
sp_9,-56.66666,-25.33333
sp_9,-57.56666,-25.45
sp_9,-58.78444,-26.15611
sp_9,-57.56667,-25.16667
sp_9,-57.41666,-25.78333
sp_9,-57.28333,-25.18333
sp_9,-57.46666,-25.66666
sp_9,-57.11666,-25.2
sp_9,-56.667,-25.25
sp_9,-57.5,-25.08
sp_9,-57.38333,-25.63333
sp_9,-57.2538889,-25.3813889
sp_9,-58.61666,-27.3
sp_9,-57.2,-25.13333
sp_9,-57.533,-25.45
sp_9,-58.03333,-24.45
sp_9,-57.2,-25.133
sp_9,-58.5575,-27.3138
sp_9,-57.43333,-25.66666
sp_9,-56.66666,-25.25
sp_9,-57.5188889,-22.1911111
sp_9,-57.65,-25.66666
sp_9,-57.21666,-25.16666
sp_9,-57.16666,-25.66666
sp_9,-58.784444,-26.156111
sp_9,-57.46667,-23.41667
sp_9,-57.55083,-25.47222
sp_9,-58.5575,-27.3138
sp_9,-57.914167,-22.122778
sp_9,-57.9142,-22.1228
sp_9,-57.518889,-22.174444
sp_9,-58,-27.45
sp_9,-58.61666,-27.3
sp_9,-56.75,-27.43333
sp_9,-57.55083,-25.47222
sp_9,-57.55086,-25.47239
sp_9,-57.11666,-25.2
sp_9,-57.41666,-25.78333
sp_9,-57.41666,-25.28333
sp_9,-57.416667,-25.283333
sp_9,-57.4,-25.61666
sp_9,-57.38333,-25.63333
sp_9,-57.2,-25.133333
sp_9,-57.25,-25.13333
sp_9,-57.3,-25.133333
sp_9,-57.5,-25.11666
sp_9,-57.2,-25.13
sp_9,-57.2,-25.13333
sp_9,-57.25,-25.133333
sp_9,-57.266667,-25.133333
sp_9,-57.3,-25.13333
sp_9,-57.3,-25.13
sp_9,-57.41666,-25.6
sp_9,-57.216667,-25.166667
sp_9,-57.42,-25.6
sp_9,-56.66666,-25.25
sp_9,-56.66666,-25.33333
sp_9,-57.533333,-25.75
sp_9,-57.433333,-25.616667
sp_9,-56.666667,-25.416667
sp_9,-57.66666,-24.78333
sp_9,-57.083333,-25.283333
sp_9,-57.253889,-25.381389
sp_9,-57.5,-25.08333
sp_9,-57.5,-25.08
sp_9,-57.16666,-25.66666
sp_9,-59.471111,-28.609167
sp_9,-59.7977778,-18.6261111
sp_9,-58.5575,-27.3138
sp_9,-59.664722,-18.4825
sp_9,-57.55086,-25.47239
sp_9,-57.2,-25.13
sp_9,-57.5,-25.08
sp_9,-57.3,-25.13
sp_9,-57.42,-25.6
sp_9,-57.88249969,-21.69890022
sp_9,-57.8833333,-21.7022222
sp_9,-59.6647222,-18.4825
sp_9,-57.8244445,-21.6522222
sp_9,-57.8505556,-21.7005556
sp_9,-57.8925,-21.6772223
sp_9,-57.88249969,-21.69890022
sp_9,-58,-27.45
sp_9,-56.75,-27.43333
sp_9,-57.4333333,-25.6166667
sp_9,-57.4,-25.61666
sp_9,-57.41666,-25.6
sp_9,-56.6666667,-25.4166667
sp_9,-57.4166667,-25.2833333
sp_9,-57.41666,-25.28333
sp_9,-57.9141667,-22.1227778
sp_9,-57.2,-25.1333333
sp_9,-57.3,-25.1333333
sp_9,-57.25,-25.1333333
sp_9,-57.2666667,-25.1333333
sp_9,-57.5333333,-25.75
sp_9,-57.0833333,-25.2833333
sp_9,-57.2166667,-25.1666667
sp_9,-57.5188889,-22.1744445
sp_9,-58.5575,-27.3138
sp_10,-59.633889,-18.407222
sp_10,-57.25,-25.13333
sp_10,-57.15,-25.9
sp_10,-57.5,-25.083
sp_10,-60.33333,-20.33333
sp_10,-63.3333333,-17.8
sp_10,-57.2,-25.13333
sp_10,-60.38333,-20.33333
sp_10,-56.83333,-23.13333
sp_10,-65.04277,-24.34166
sp_10,-57.4392,-27.9064
sp_10,-57.742222,-28.517778
sp_10,-60,-22.75
sp_10,-61.9,-20.78333
sp_10,-58.03333,-24.45
sp_10,-59.71667,-22.48333
sp_10,-57.533333,-22.616667
sp_10,-60.33333,-20.35
sp_10,-57.25,-25.133
sp_10,-57.56666,-25.6
sp_10,-63.25,-17.883
sp_10,-57.55,-25.56666
sp_10,-60.11667,-22.68333
sp_10,-57.5,-25.08333
sp_10,-60.34778,-22.36111
sp_10,-60.333,-20.35
sp_10,-57.53333,-22.61666
sp_10,-57.26666,-25.28333
sp_10,-56.66666,-25.25
sp_10,-57.2,-25.133
sp_10,-59.81667,-22.35
sp_10,-61.84083,-20.90583
sp_10,-60.51667,-20.41667
sp_10,-56.16666,-25.91666
sp_10,-61.21667,-19.7
sp_10,-63.1,-18.816667
sp_10,-60.46667,-20.38333
sp_10,-57.21666,-25.16666
sp_10,-57.62472,-22.39611
sp_10,-57.1,-25.5666667
sp_10,-61.669167,-21.195
sp_10,-57.62472,-22.39611
sp_10,-63.52,-18.1
sp_10,-61.92194,-20.08777
sp_10,-59.633889,-18.407222
sp_10,-61.84083,-20.90583
sp_10,-63.333333,-17.8
sp_10,-63.1,-18.816667
sp_10,-65.04277,-24.34166
sp_10,-57.55,-25.566667
sp_10,-57.56666,-25.6
sp_10,-60,-22.5
sp_10,-63.375,-17.97
sp_10,-63.375,-17.966667
sp_10,-57.4,-25.616667
sp_10,-57.416667,-25.283333
sp_10,-57.2,-25.133333
sp_10,-57.25,-25.13333
sp_10,-57.5,-25.11666
sp_10,-57.5,-25.12
sp_10,-57.2,-25.13
sp_10,-57.2,-25.13333
sp_10,-57.4,-25.61666
sp_10,-57.21666,-25.16666
sp_10,-57.4,-25.62
sp_10,-56.66666,-25.25
sp_10,-57.25,-25.133333
sp_10,-60,-22.75
sp_10,-57.433333,-25.616667
sp_10,-57.11666,-25.41666
sp_10,-57.96666,-22.41666
sp_10,-57.15,-25.9
sp_10,-56.16666,-25.91666
sp_10,-57.1,-25.566667
sp_10,-57.53333,-22.61666
sp_10,-56.83333,-23.13333
sp_10,-57.26666,-25.28333
sp_10,-57.5,-25.08333
sp_10,-60.33333,-20.35
sp_10,-57.59,-28
sp_10,-57.41666,-25.15
sp_10,-56.83333,-23.13333
sp_10,-63.4818,-18.0726
sp_10,-57.5333333,-22.6166667
sp_10,-57.742222,-28.517778
sp_10,-60,-22.75
sp_10,-57.2,-25.13
sp_10,-57.4,-25.62
sp_10,-60.3478,-22.3611
sp_10,-63.375,-17.97
sp_10,-60,-22.5
sp_10,-57.5,-25.12
sp_10,-63.52,-18.1
sp_10,-57.5,-25.08
sp_10,-63.375,-17.966667
sp_10,-57.88249969,-21.69890022
sp_10,-57.4333333,-25.6166667
sp_10,-57.4,-25.6166667
sp_10,-57.11666,-25.41666
sp_10,-61.6691667,-21.195
sp_10,-61.84083,-20.90583
sp_10,-61.92194,-20.08777
sp_10,-57.2,-25.1333333
sp_10,-57.25,-25.1333333
sp_10,-57.55,-25.5666667
sp_10,-57.4,-25.61666
sp_10,-57.4166667,-25.2833333
sp_10,-57.5,-25.11666
sp_10,-63.3333333,-17.8
sp_10,-59.633889,-18.407222
sp_10,-63.1,-18.816667
sp_10,-60.33333,-20.35
sp_10,-57.96666,-22.41666
sp_10,-57.62472,-22.39611
sp_10,-63.415556,-17.682778
sp_10,-63.366944,-17.728194
sp_10,-57.588829,-27.993261
sp_10,-56.83333,-23.13333
sp_10,-57.41666,-25.15
